Compound,MW,LogP,HBD,HBA,Aromatic_Ring_Number,TPSA,RotB,QED,Formal_Charge,SA_score,PAINS,BRENK,NIH,Solubility_AqSolDB,hERG,Caco2_Wang,BBB_Martins,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,PAMPA_NCATS,PPBR_AZ,Structural_flag,ADMET_flag
COc1nn(C)cc1CN(C)Cc1nc(Br)cs1,331.24,2.28,0,5,2,43.18,5,0.84,0,3.01,False,False,False,-2.46,0.48,-4.7,0.95,58.63,53.56,0.97,70.46,False,True
Brc1csc(NCc2coc(Br)n2)n1,339.01,3.27,1,5,2,50.95,3,0.93,0,3.39,False,False,False,-3.76,0.19,-4.63,0.95,73.29,56.64,0.99,90.01,False,True
O=C(CNC(=O)C(O)Cc1ccccc1)NCc1nnn[nH]1,304.31,-1.46,4,6,2,132.89,7,0.49,0,2.93,False,False,False,-1.88,0.05,-6.26,0.76,7.91,10.53,0.47,53.74,True,True
COC(=O)c1[nH]c(C)cc1NCc1nocc1Br,314.14,2.47,2,5,2,80.15,4,0.85,0,3.23,False,False,False,-4.17,0.36,-4.65,0.98,107.85,86.69,0.99,93.16,False,True
CSc1ccc(C=CC(=O)Nc2sccc2C#N)s1,306.44,4.06,1,5,2,52.89,4,0.68,0,2.85,False,True,False,-6.03,0.2,-4.5,0.44,117.16,100.42,0.95,102.1,True,True
COCc1ccccc1NC(=S)Nc1cccc(SC)n1,319.46,3.76,2,4,2,46.18,5,0.65,0,2.33,False,True,False,-4.73,0.57,-4.77,0.83,99.88,91.25,0.97,92.83,True,True
Cc1ccc(CONC(=O)Nc2nc(Oc3ccc(C(F)(F)F)cc3)ns2)cc1,424.4,4.91,2,6,3,85.37,6,0.55,0,2.59,False,True,False,-5.48,0.53,-4.93,0.65,56.33,52.49,0.96,100.81,True,True
Nc1nn(Cc2ccccc2)cc1C=C1CCS(=O)(=O)CC1,317.41,2.11,1,4,2,77.98,3,0.94,0,2.89,False,False,False,-3.25,0.59,-4.97,0.85,25.92,14.69,0.85,73.55,False,True
Cc1noc(C)c1S(=O)(=O)NC(C)C(=O)NCCc1ccc(C2CCCCC2)cc1,433.57,3.36,2,5,2,101.3,8,0.66,0,2.79,False,False,False,-4.88,0.88,-4.93,0.85,58.22,65.28,0.94,103.16,False,True
N#Cc1ccc(NC(=S)NNc2ccc3nncn3n2)cc1Cl,344.79,1.96,3,6,3,102.96,3,0.49,0,2.78,False,True,False,-5.1,0.27,-5.27,0.24,42.78,42.03,0.67,90.81,True,True
CN1CC(NC(=O)C(=O)Nc2ccc(Cl)cc2)CS1(=O)=O,331.78,0.04,2,4,1,95.58,2,0.75,0,3.1,False,True,True,-3.21,0.06,-4.88,0.78,32.4,20.24,0.55,80.06,True,True
O=C(N=S1(=O)CCCC1)Nc1ccc(C2CCCCC2)nn1,322.43,3.32,1,4,1,84.31,2,0.9,0,3.23,False,False,False,-3.86,0.3,-4.82,0.9,22.87,18.94,0.95,89.14,False,True
